"user_id";"date_joined";"country"
1972058;"2017-06-22";"ES"
1681610;"2017-05-09";"IT"
2009747;"2017-06-27";"IT"
1741586;"2017-05-20";"ES"
1969783;"2017-06-21";"IT"
1619984;"2017-04-29";"IT"
1696199;"2017-05-12";"IT"
1995967;"2017-06-26";"ES"
1510320;"2017-04-11";"IT"
1928524;"2017-06-15";"IT"
370443;"2016-09-06";"IT"
1827519;"2017-05-31";"IT"
1383329;"2017-03-23";"IT"
1643454;"2017-05-03";"ES"
1549444;"2017-04-19";"ES"
1988695;"2017-06-25";"ES"
1641730;"2017-05-03";"ES"
2014759;"2017-06-27";"IT"
368268;"2016-09-06";"ES"
130499;"2016-05-12";"ES"
1932967;"2017-06-16";"ES"
433620;"2016-09-17";"ES"
1996299;"2017-06-26";"IT"
2002022;"2017-06-26";"IT"
1936860;"2017-06-17";"IT"
1447606;"2017-04-03";"ES"
1727301;"2017-05-17";"ES"
2005629;"2017-06-26";"IT"
1617523;"2017-04-28";"IT"
2002733;"2017-06-26";"IT"
1437702;"2017-04-02";"IT"
1989027;"2017-06-25";"IT"
1972975;"2017-06-22";"IT"
1958958;"2017-06-20";"IT"
1930291;"2017-06-16";"IT"
1818397;"2017-05-30";"GB"
208385;"2016-06-30";"ES"
1321223;"2017-03-14";"ES"
1928264;"2017-06-15";"IT"
1755976;"2017-05-21";"ES"
1979123;"2017-06-23";"ES"
1282646;"2017-03-08";"ES"
1818080;"2017-05-29";"ES"
1944206;"2017-06-18";"ES"
1588664;"2017-04-24";"GB"
1950254;"2017-06-19";"IT"
1279061;"2017-03-07";"ES"
1525716;"2017-04-15";"ES"
1809352;"2017-05-28";"IT"
1843052;"2017-06-03";"ES"
750905;"2016-11-20";"IT"
1954786;"2017-06-19";"GB"
321972;"2016-08-23";"ES"
1936489;"2017-06-17";"IT"
1880367;"2017-06-08";"IT"
1896875;"2017-06-11";"IT"
1083970;"2017-02-06";"ES"
309134;"2016-08-17";"ES"
778938;"2016-11-24";"ES"
1951855;"2017-06-19";"IT"
1961669;"2017-06-20";"IT"
1784911;"2017-05-25";"ES"
1570287;"2017-04-22";"IT"
1853801;"2017-06-04";"IT"
2013112;"2017-06-27";"ES"
1989565;"2017-06-25";"IT"
1056718;"2017-01-31";"ES"
1876499;"2017-06-07";"ES"
670404;"2016-11-02";"IT"
2007713;"2017-06-27";"IT"
1662783;"2017-05-07";"ES"
1953965;"2017-06-19";"IT"
1616460;"2017-04-28";"ES"
1727880;"2017-05-17";"ES"
1443324;"2017-04-03";"IT"
1774671;"2017-05-23";"IT"
1946310;"2017-06-18";"ES"
1919345;"2017-06-14";"IT"
470288;"2016-09-24";"ES"
1002396;"2017-01-18";"IT"
1809293;"2017-05-28";"ES"
1642327;"2017-05-03";"IT"
2006433;"2017-06-27";"IT"
492097;"2016-09-28";"ES"
1904679;"2017-06-12";"IT"
2001125;"2017-06-26";"IT"
1726996;"2017-05-17";"ES"
665042;"2016-11-01";"ES"
780909;"2016-11-25";"ES"
2003734;"2017-06-26";"IT"
1577548;"2017-04-23";"IT"
1597126;"2017-04-25";"ES"
682610;"2016-11-05";"IT"
1129618;"2017-02-15";"ES"
1906929;"2017-06-12";"ES"
1828516;"2017-05-31";"ES"
1856867;"2017-06-05";"IT"
1194634;"2017-02-24";"ES"
1901647;"2017-06-11";"GB"
566560;"2016-10-12";"IT"
1988144;"2017-06-25";"IT"
1602204;"2017-04-26";"IT"
1615783;"2017-04-28";"IT"
1736360;"2017-05-18";"ES"
1697102;"2017-05-12";"IT"
1783136;"2017-05-24";"IT"
1615925;"2017-04-28";"IT"
317789;"2016-08-21";"ES"
305875;"2016-08-16";"ES"
1578423;"2017-04-23";"IT"
1859649;"2017-06-05";"IT"
1825705;"2017-05-30";"IT"
1436779;"2017-04-02";"ES"
1757542;"2017-05-21";"ES"
1966340;"2017-06-21";"IT"
1872277;"2017-06-07";"IT"
491467;"2016-09-28";"IT"
1828452;"2017-05-31";"IT"
1749363;"2017-05-21";"ES"
1854460;"2017-06-04";"ES"
580149;"2016-10-15";"IT"
1266155;"2017-03-06";"ES"
1938738;"2017-06-17";"IT"
1993496;"2017-06-25";"IT"
1735993;"2017-05-18";"ES"
1689694;"2017-05-11";"IT"
1977413;"2017-06-23";"IT"
688804;"2016-11-06";"ES"
1790213;"2017-05-25";"ES"
1708279;"2017-05-14";"IT"
1859825;"2017-06-05";"IT"
1911175;"2017-06-13";"ES"
1947494;"2017-06-18";"IT"
1966445;"2017-06-21";"IT"
723079;"2016-11-13";"ES"
1817924;"2017-05-29";"ES"
666322;"2016-11-01";"IT"
1185820;"2017-02-23";"IT"
1999190;"2017-06-26";"IT"
1555564;"2017-04-20";"IT"
1702221;"2017-05-13";"ES"
1869996;"2017-06-06";"ES"
1908253;"2017-06-12";"IT"
2007586;"2017-06-27";"ES"
1982757;"2017-06-24";"IT"
1804152;"2017-05-28";"IT"
1768702;"2017-05-23";"ES"
1585784;"2017-04-24";"ES"
1693035;"2017-05-11";"ES"
1801460;"2017-05-27";"GB"
1490546;"2017-04-08";"IT"
1757519;"2017-05-21";"ES"
699194;"2016-11-08";"ES"
467918;"2016-09-24";"ES"
1879049;"2017-06-08";"IT"
1587053;"2017-04-24";"IT"
1754407;"2017-05-21";"ES"
1291386;"2017-03-09";"ES"
1576173;"2017-04-22";"IT"
1749692;"2017-05-21";"IT"
1927382;"2017-06-15";"IT"
1886654;"2017-06-09";"ES"
587358;"2016-10-16";"ES"
1733914;"2017-05-18";"ES"
976080;"2017-01-13";"ES"
1973219;"2017-06-22";"IT"
1932359;"2017-06-16";"IT"
2006622;"2017-06-27";"IT"
2011088;"2017-06-27";"IT"
1977463;"2017-06-23";"ES"
968296;"2017-01-11";"ES"
1532159;"2017-04-16";"ES"
1651025;"2017-05-04";"GB"
1952096;"2017-06-19";"ES"
1846038;"2017-06-03";"IT"
1814968;"2017-05-29";"GB"
1829905;"2017-05-31";"IT"
1746605;"2017-05-20";"IT"
1793049;"2017-05-26";"IT"
1967630;"2017-06-21";"IT"
1509078;"2017-04-11";"IT"
1730470;"2017-05-17";"IT"
1966736;"2017-06-21";"IT"
1995308;"2017-06-26";"IT"
1990300;"2017-06-25";"IT"
1995618;"2017-06-26";"IT"
1598491;"2017-04-25";"ES"
1896752;"2017-06-11";"ES"
1959396;"2017-06-20";"ES"
336453;"2016-08-29";"ES"
686066;"2016-11-05";"IT"
2011992;"2017-06-27";"ES"
1853172;"2017-06-04";"ES"
1961530;"2017-06-20";"IT"
643971;"2016-10-27";"IT"
1852161;"2017-06-04";"ES"
1653841;"2017-05-05";"IT"
350583;"2016-09-05";"ES"
1997987;"2017-06-26";"ES"
1872205;"2017-06-07";"ES"
2015940;"2017-06-27";"ES"
1900842;"2017-06-11";"ES"
1785946;"2017-05-25";"IT"
1999879;"2017-06-26";"IT"
1696341;"2017-05-12";"ES"
1890634;"2017-06-10";"ES"
30188;"2016-03-10";"ES"
1886973;"2017-06-09";"ES"
2000921;"2017-06-26";"IT"
1709823;"2017-05-14";"IT"
1621938;"2017-04-29";"ES"
2009077;"2017-06-27";"IT"
1600446;"2017-04-26";"IT"
1698992;"2017-05-12";"ES"
829967;"2016-12-05";"IT"
1894445;"2017-06-10";"ES"
1674940;"2017-05-08";"ES"
728462;"2016-11-14";"IT"
1994231;"2017-06-25";"IT"
71708;"2016-04-11";"ES"
2007639;"2017-06-27";"IT"
1859225;"2017-06-05";"ES"
964405;"2017-01-10";"ES"
266357;"2016-07-29";"ES"
795304;"2016-11-28";"IT"
1998732;"2017-06-26";"IT"
765921;"2016-11-22";"ES"
2009033;"2017-06-27";"IT"
2002458;"2017-06-26";"IT"
2009507;"2017-06-27";"IT"
1780186;"2017-05-24";"IT"
1998877;"2017-06-26";"IT"
541760;"2016-10-08";"IT"
1787009;"2017-05-25";"IT"
1699315;"2017-05-13";"ES"
1936002;"2017-06-17";"IT"
747620;"2016-11-19";"IT"
605122;"2016-10-19";"ES"
1855307;"2017-06-04";"IT"
657323;"2016-10-30";"IT"
1875537;"2017-06-07";"ES"
1370187;"2017-03-21";"ES"
1657938;"2017-05-06";"ES"
1443565;"2017-04-03";"IT"
1605965;"2017-04-26";"ES"
1689426;"2017-05-11";"ES"
1710960;"2017-05-14";"ES"
1382926;"2017-03-23";"ES"
534809;"2016-10-06";"ES"
1854474;"2017-06-04";"ES"
800248;"2016-11-29";"ES"
1899382;"2017-06-11";"IT"
1985432;"2017-06-24";"IT"
1969766;"2017-06-21";"IT"
1616984;"2017-04-28";"IT"
1967890;"2017-06-21";"IT"
2006908;"2017-06-27";"IT"
762088;"2016-11-22";"ES"
1885478;"2017-06-09";"IT"
1309926;"2017-03-12";"ES"
1681333;"2017-05-09";"IT"
1836364;"2017-06-01";"ES"
807009;"2016-11-30";"IT"
1603979;"2017-04-26";"IT"
1856668;"2017-06-05";"IT"
1973375;"2017-06-22";"ES"
1733082;"2017-05-18";"IT"
1992783;"2017-06-25";"IT"
1739085;"2017-05-19";"ES"
1982125;"2017-06-24";"ES"
1922772;"2017-06-14";"IT"
1786144;"2017-05-25";"ES"
1669763;"2017-05-08";"ES"
1920295;"2017-06-14";"ES"
354895;"2016-09-05";"IT"
1744010;"2017-05-20";"ES"
1770013;"2017-05-23";"ES"
93834;"2016-04-25";"ES"
1976653;"2017-06-23";"ES"
1694358;"2017-05-12";"ES"
2007440;"2017-06-27";"IT"
1950290;"2017-06-19";"IT"
1772009;"2017-05-23";"IT"
1813535;"2017-05-29";"IT"
1539121;"2017-04-17";"ES"
1989324;"2017-06-25";"IT"
1651840;"2017-05-05";"ES"
1045420;"2017-01-28";"ES"
1744125;"2017-05-20";"IT"
953312;"2017-01-08";"ES"
1772440;"2017-05-23";"GB"
1479033;"2017-04-07";"IT"
1812442;"2017-05-29";"IT"
1979415;"2017-06-23";"IT"
613242;"2016-10-21";"IT"
1993264;"2017-06-25";"IT"
1781948;"2017-05-24";"ES"
2011912;"2017-06-27";"IT"
2022846;"2017-06-28";"ES"
1995514;"2017-06-26";"IT"
1843391;"2017-06-03";"IT"
1945640;"2017-06-18";"ES"
1579073;"2017-04-23";"IT"
133437;"2016-05-14";"ES"
902117;"2016-12-25";"ES"
1915376;"2017-06-13";"IT"
1690107;"2017-05-11";"IT"
2005257;"2017-06-26";"IT"
345390;"2016-09-01";"ES"
1634559;"2017-05-01";"ES"
1873579;"2017-06-07";"ES"
1983993;"2017-06-24";"IT"
1900261;"2017-06-11";"IT"
1772141;"2017-05-23";"ES"
2016355;"2017-06-28";"IT"
688819;"2016-11-06";"ES"
1780021;"2017-05-24";"ES"
1940529;"2017-06-17";"IT"
1734586;"2017-05-18";"IT"
1742482;"2017-05-20";"ES"
1616419;"2017-04-28";"IT"
105286;"2016-05-01";"ES"
586935;"2016-10-16";"ES"
1182778;"2017-02-22";"ES"
2023168;"2017-06-28";"IT"
1195635;"2017-02-24";"ES"
2015295;"2017-06-27";"IT"
428910;"2016-09-16";"ES"
505043;"2016-10-01";"ES"
1714839;"2017-05-15";"ES"
1931814;"2017-06-16";"ES"
799261;"2016-11-29";"ES"
1893513;"2017-06-10";"ES"
1755732;"2017-05-21";"IT"
898306;"2016-12-23";"ES"
1993953;"2017-06-25";"ES"
1869562;"2017-06-06";"ES"
1755503;"2017-05-21";"ES"
1980361;"2017-06-23";"IT"
1987207;"2017-06-25";"ES"
2009678;"2017-06-27";"IT"
1952316;"2017-06-19";"IT"
132391;"2016-05-13";"ES"
1995339;"2017-06-26";"ES"
2002287;"2017-06-26";"ES"
1443100;"2017-04-03";"IT"
1873652;"2017-06-07";"ES"
1894815;"2017-06-10";"IT"
1565980;"2017-04-21";"IT"
644466;"2016-10-27";"IT"
1629018;"2017-04-30";"IT"
1709275;"2017-05-14";"ES"
970518;"2017-01-12";"ES"
1900147;"2017-06-11";"IT"
1976462;"2017-06-23";"ES"
2016324;"2017-06-28";"ES"
1592684;"2017-04-25";"ES"
1640847;"2017-05-02";"ES"
1126241;"2017-02-15";"ES"
376929;"2016-09-07";"ES"
1868785;"2017-06-06";"IT"
1929966;"2017-06-16";"IT"
1797877;"2017-05-27";"IT"
478444;"2016-09-26";"ES"
1985396;"2017-06-24";"IT"
2001191;"2017-06-26";"IT"
990816;"2017-01-16";"ES"
1951997;"2017-06-19";"IT"
1701085;"2017-05-13";"ES"
2007250;"2017-06-27";"IT"
1940371;"2017-06-17";"IT"
1942042;"2017-06-18";"IT"
503934;"2016-10-01";"IT"
343838;"2016-09-01";"ES"
1204676;"2017-02-26";"ES"
699804;"2016-11-08";"IT"
2011941;"2017-06-27";"ES"
2452;"2016-01-21";"ES"
1994311;"2017-06-25";"IT"
1815311;"2017-05-29";"IT"
2004203;"2017-06-26";"IT"
1424204;"2017-03-31";"ES"
1648211;"2017-05-04";"ES"
1940495;"2017-06-17";"IT"
1900653;"2017-06-11";"IT"
1956219;"2017-06-19";"IT"
1991365;"2017-06-25";"ES"
892297;"2016-12-21";"ES"
1905267;"2017-06-12";"IT"
1975243;"2017-06-22";"GB"
1504518;"2017-04-10";"ES"
1701598;"2017-05-13";"ES"
1945858;"2017-06-18";"ES"
1991684;"2017-06-25";"IT"
1533774;"2017-04-16";"ES"
1711442;"2017-05-14";"ES"
1936661;"2017-06-17";"ES"
409935;"2016-09-12";"ES"
1799845;"2017-05-27";"IT"
776795;"2016-11-24";"ES"
1885104;"2017-06-09";"IT"
2010615;"2017-06-27";"IT"
1400689;"2017-03-26";"ES"
2013394;"2017-06-27";"IT"
1875854;"2017-06-07";"ES"
1519142;"2017-04-13";"IT"
1625686;"2017-04-30";"IT"
1697317;"2017-05-12";"IT"
2005289;"2017-06-26";"GB"
2002219;"2017-06-26";"ES"
1836811;"2017-06-02";"GB"
702081;"2016-11-08";"ES"
2002869;"2017-06-26";"IT"
1603712;"2017-04-26";"IT"
2001787;"2017-06-26";"IT"
2010121;"2017-06-27";"IT"
1965360;"2017-06-21";"IT"
457303;"2016-09-22";"IT"
1847766;"2017-06-03";"IT"
1672624;"2017-05-08";"ES"
579691;"2016-10-14";"IT"
1870663;"2017-06-06";"GB"
1994745;"2017-06-26";"ES"
1945346;"2017-06-18";"ES"
1998990;"2017-06-26";"IT"
1751149;"2017-05-21";"ES"
346641;"2016-09-02";"ES"
1669890;"2017-05-08";"IT"
493906;"2016-09-28";"IT"
1964054;"2017-06-20";"ES"
914552;"2016-12-29";"ES"
1945594;"2017-06-18";"IT"
1826814;"2017-05-31";"ES"
1920804;"2017-06-14";"ES"
1800048;"2017-05-27";"IT"
1696607;"2017-05-12";"IT"
589556;"2016-10-16";"ES"
1792998;"2017-05-26";"IT"
2029321;"2017-06-29";"ES"
1693470;"2017-05-11";"IT"
1992442;"2017-06-25";"IT"
2005717;"2017-06-26";"IT"
1874399;"2017-06-07";"IT"
1507884;"2017-04-11";"ES"
1916720;"2017-06-13";"IT"
1968353;"2017-06-21";"IT"
1953215;"2017-06-19";"ES"
2007637;"2017-06-27";"IT"
1993786;"2017-06-25";"ES"
1951316;"2017-06-19";"IT"
1974414;"2017-06-22";"IT"
1723612;"2017-05-16";"ES"
1821226;"2017-05-30";"ES"
1957416;"2017-06-19";"IT"
1486710;"2017-04-08";"IT"
786582;"2016-11-26";"ES"
1970348;"2017-06-21";"IT"
1668345;"2017-05-08";"ES"
1407705;"2017-03-28";"IT"
508632;"2016-10-02";"ES"
973143;"2017-01-13";"ES"
950213;"2017-01-08";"IT"
1885907;"2017-06-09";"ES"
446948;"2016-09-20";"ES"
1753582;"2017-05-21";"ES"
2002569;"2017-06-26";"IT"
1996663;"2017-06-26";"ES"
1635138;"2017-05-01";"IT"
1850971;"2017-06-04";"ES"
1400392;"2017-03-26";"ES"
1466868;"2017-04-05";"IT"
674987;"2016-11-03";"ES"
1978231;"2017-06-23";"IT"
1960144;"2017-06-20";"ES"
2003079;"2017-06-26";"IT"
2004826;"2017-06-26";"IT"
1568679;"2017-04-22";"ES"
787554;"2016-11-26";"ES"
1702264;"2017-05-13";"IT"
1848701;"2017-06-04";"IT"
1998517;"2017-06-26";"IT"
1995362;"2017-06-26";"IT"
1686392;"2017-05-10";"IT"
1770086;"2017-05-23";"IT"
1807642;"2017-05-28";"ES"
1950752;"2017-06-19";"IT"
2014778;"2017-06-27";"IT"
1639274;"2017-05-02";"IT"
1759651;"2017-05-22";"ES"
1690719;"2017-05-11";"ES"
1631073;"2017-05-01";"IT"
1640825;"2017-05-02";"IT"
1707873;"2017-05-14";"ES"
1618801;"2017-04-29";"GB"
1991281;"2017-06-25";"IT"
1328512;"2017-03-15";"ES"
1936587;"2017-06-17";"ES"
1863584;"2017-06-05";"IT"
677728;"2016-11-03";"IT"
1863320;"2017-06-05";"ES"
1978915;"2017-06-23";"IT"
1623480;"2017-04-29";"ES"
1750062;"2017-05-21";"ES"
1114479;"2017-02-12";"ES"
1966316;"2017-06-21";"IT"
1017653;"2017-01-22";"ES"
2012817;"2017-06-27";"ES"
2035274;"2017-06-30";"IT"
1316732;"2017-03-13";"IT"
690792;"2016-11-06";"ES"
1988368;"2017-06-25";"IT"
1681299;"2017-05-09";"ES"
1907503;"2017-06-12";"IT"
2008729;"2017-06-27";"IT"
1983009;"2017-06-24";"IT"
1714101;"2017-05-15";"IT"
1827883;"2017-05-31";"IT"
1964986;"2017-06-21";"ES"
1959991;"2017-06-20";"ES"
2023205;"2017-06-28";"ES"
1947861;"2017-06-18";"ES"
1931250;"2017-06-16";"IT"
351748;"2016-09-05";"ES"
1208527;"2017-02-26";"IT"
776233;"2016-11-24";"ES"
2013814;"2017-06-27";"IT"
1880183;"2017-06-08";"IT"
450758;"2016-09-20";"ES"
1661040;"2017-05-07";"IT"
1837023;"2017-06-02";"IT"
506040;"2016-10-01";"ES"
1162601;"2017-02-20";"ES"
1409010;"2017-03-28";"IT"
2009166;"2017-06-27";"IT"
1966932;"2017-06-21";"GB"
1944349;"2017-06-18";"IT"
1999043;"2017-06-26";"IT"
135594;"2016-05-15";"ES"
1865690;"2017-06-06";"IT"
686851;"2016-11-06";"ES"
1258756;"2017-03-05";"ES"
1893502;"2017-06-10";"IT"
1959960;"2017-06-20";"ES"
1959766;"2017-06-20";"ES"
1551599;"2017-04-19";"ES"
765366;"2016-11-22";"ES"
1605704;"2017-04-26";"IT"
1729533;"2017-05-17";"ES"
2009184;"2017-06-27";"IT"
1964291;"2017-06-20";"ES"
269599;"2016-07-30";"ES"
1772380;"2017-05-23";"ES"
1782751;"2017-05-24";"IT"
1948115;"2017-06-18";"IT"
1649133;"2017-05-04";"IT"
1729300;"2017-05-17";"IT"
1771800;"2017-05-23";"IT"
1857195;"2017-06-05";"IT"
1972418;"2017-06-22";"ES"
422843;"2016-09-14";"ES"
189309;"2016-06-17";"ES"
1759944;"2017-05-22";"ES"
2004264;"2017-06-26";"ES"
2025075;"2017-06-29";"ES"
1985452;"2017-06-24";"IT"
1862488;"2017-06-05";"ES"
1895890;"2017-06-11";"ES"
1675777;"2017-05-09";"ES"
1969344;"2017-06-21";"IT"
1019075;"2017-01-22";"IT"
1724865;"2017-05-16";"ES"
1998608;"2017-06-26";"IT"
1768847;"2017-05-23";"ES"
1977392;"2017-06-23";"IT"
1999081;"2017-06-26";"ES"
2003701;"2017-06-26";"IT"
9578;"2016-01-27";"ES"
1136036;"2017-02-17";"IT"
807090;"2016-11-30";"ES"
1910302;"2017-06-12";"ES"
1746791;"2017-05-20";"ES"
1649940;"2017-05-04";"ES"
1969842;"2017-06-21";"ES"
1985966;"2017-06-24";"ES"
1990086;"2017-06-25";"IT"
1732890;"2017-05-18";"ES"
1373500;"2017-03-22";"ES"
2023853;"2017-06-28";"IT"
1864862;"2017-06-06";"IT"
1778260;"2017-05-24";"ES"
1544161;"2017-04-18";"ES"
808718;"2016-12-01";"ES"
2015114;"2017-06-27";"ES"
2035157;"2017-06-30";"ES"
2025052;"2017-06-29";"IT"
1837695;"2017-06-02";"IT"
1997395;"2017-06-26";"IT"
1894726;"2017-06-10";"ES"
1955982;"2017-06-19";"IT"
1811702;"2017-05-29";"ES"
1880970;"2017-06-08";"IT"
1597212;"2017-04-25";"IT"
1981943;"2017-06-24";"IT"
1694415;"2017-05-12";"IT"
1589337;"2017-04-24";"IT"
1878365;"2017-06-08";"IT"
1664123;"2017-05-07";"ES"
1732893;"2017-05-18";"IT"
1673520;"2017-05-08";"ES"
2007998;"2017-06-27";"IT"
1395111;"2017-03-25";"ES"
2007367;"2017-06-27";"IT"
1779713;"2017-05-24";"ES"
1723109;"2017-05-16";"GB"
751738;"2016-11-20";"IT"
1828687;"2017-05-31";"ES"
1451944;"2017-04-04";"ES"
1756768;"2017-05-21";"ES"
1786542;"2017-05-25";"ES"
1728479;"2017-05-17";"IT"
1932860;"2017-06-16";"ES"
1596596;"2017-04-25";"IT"
1794757;"2017-05-26";"IT"
1905741;"2017-06-12";"IT"
1588823;"2017-04-24";"IT"
1984005;"2017-06-24";"IT"
1604987;"2017-04-26";"IT"
2032851;"2017-06-30";"ES"
2008277;"2017-06-27";"IT"
1988475;"2017-06-25";"ES"
1810122;"2017-05-28";"ES"
713704;"2016-11-11";"IT"
1998583;"2017-06-26";"IT"
567986;"2016-10-12";"IT"
173579;"2016-06-08";"ES"
1085698;"2017-02-07";"ES"
684393;"2016-11-05";"IT"
1600188;"2017-04-26";"ES"
1894058;"2017-06-10";"GB"
1944793;"2017-06-18";"ES"
1847497;"2017-06-03";"ES"
2005091;"2017-06-26";"IT"
1770393;"2017-05-23";"ES"
340948;"2016-08-31";"ES"
1817161;"2017-05-29";"GB"
1884865;"2017-06-09";"IT"
1810023;"2017-05-28";"ES"
1765807;"2017-05-22";"IT"
2000413;"2017-06-26";"IT"
1367669;"2017-03-21";"IT"
738942;"2016-11-17";"IT"
1736465;"2017-05-18";"IT"
1839447;"2017-06-02";"ES"
2009479;"2017-06-27";"IT"
518488;"2016-10-03";"ES"
1174121;"2017-02-21";"IT"
1684253;"2017-05-10";"IT"
1702338;"2017-05-13";"ES"
1607962;"2017-04-27";"ES"
2036065;"2017-06-30";"ES"
852405;"2016-12-10";"ES"
1751857;"2017-05-21";"ES"
1972687;"2017-06-22";"IT"
1911891;"2017-06-13";"IT"
925280;"2017-01-02";"ES"
1959512;"2017-06-20";"IT"
1994638;"2017-06-25";"ES"
774900;"2016-11-24";"IT"
1770062;"2017-05-23";"ES"
1996423;"2017-06-26";"ES"
1773085;"2017-05-23";"IT"
1689156;"2017-05-11";"ES"
1590216;"2017-04-24";"ES"
2028058;"2017-06-29";"IT"
1733616;"2017-05-18";"ES"
1637254;"2017-05-02";"IT"
1502813;"2017-04-10";"ES"
1595772;"2017-04-25";"IT"
1417910;"2017-03-30";"IT"
1942524;"2017-06-18";"IT"
1899255;"2017-06-11";"GB"
2014875;"2017-06-27";"IT"
1649029;"2017-05-04";"ES"
2020786;"2017-06-28";"IT"
1799927;"2017-05-27";"IT"
2011320;"2017-06-27";"IT"
1880853;"2017-06-08";"IT"
1831898;"2017-06-01";"IT"
1996496;"2017-06-26";"GB"
2031466;"2017-06-29";"IT"
797033;"2016-11-28";"ES"
1728029;"2017-05-17";"IT"
1869463;"2017-06-06";"IT"
2012335;"2017-06-27";"IT"
1309518;"2017-03-12";"ES"
1658956;"2017-05-06";"IT"
1890854;"2017-06-10";"IT"
1967152;"2017-06-21";"IT"
1861922;"2017-06-05";"ES"
1391574;"2017-03-25";"ES"
1870614;"2017-06-06";"IT"
1677098;"2017-05-09";"IT"
1982838;"2017-06-24";"IT"
1744307;"2017-05-20";"ES"
986881;"2017-01-15";"IT"
2004236;"2017-06-26";"IT"
1977422;"2017-06-23";"IT"
1971668;"2017-06-22";"IT"
1629465;"2017-04-30";"ES"
1068257;"2017-02-03";"ES"
2028341;"2017-06-29";"IT"
1997237;"2017-06-26";"ES"
1484209;"2017-04-08";"ES"
1643730;"2017-05-03";"ES"
1874585;"2017-06-07";"ES"
2002357;"2017-06-26";"IT"
707434;"2016-11-10";"IT"
82616;"2016-04-19";"ES"
1758507;"2017-05-21";"ES"
1868350;"2017-06-06";"ES"
1760397;"2017-05-22";"IT"
560118;"2016-10-11";"IT"
1618101;"2017-04-28";"GB"
1956004;"2017-06-19";"ES"
602743;"2016-10-19";"ES"
1996245;"2017-06-26";"IT"
2006845;"2017-06-27";"IT"
1873508;"2017-06-07";"ES"
1845617;"2017-06-03";"IT"
1818529;"2017-05-30";"ES"
1593981;"2017-04-25";"ES"
1914721;"2017-06-13";"IT"
2009650;"2017-06-27";"IT"
1913375;"2017-06-13";"IT"
1762546;"2017-05-22";"IT"
1657388;"2017-05-06";"ES"
1994784;"2017-06-26";"IT"
1451285;"2017-04-03";"ES"
1989859;"2017-06-25";"IT"
1644859;"2017-05-03";"IT"
2011990;"2017-06-27";"IT"
1981204;"2017-06-23";"IT"
1739452;"2017-05-19";"IT"
1923452;"2017-06-14";"IT"
1609707;"2017-04-27";"IT"
1940774;"2017-06-17";"ES"
2022303;"2017-06-28";"IT"
2014198;"2017-06-27";"ES"
1748064;"2017-05-21";"IT"
2025025;"2017-06-29";"ES"
1874828;"2017-06-07";"IT"
2006949;"2017-06-27";"IT"
1732132;"2017-05-18";"ES"
1821315;"2017-05-30";"IT"
1815701;"2017-05-29";"IT"
1450424;"2017-04-03";"ES"
1848330;"2017-06-03";"GB"
1860003;"2017-06-05";"GB"
1864975;"2017-06-06";"IT"
1993128;"2017-06-25";"ES"
1694939;"2017-05-12";"IT"
1987193;"2017-06-24";"IT"
1922046;"2017-06-14";"GB"
2019328;"2017-06-28";"IT"
1999535;"2017-06-26";"IT"
1049372;"2017-01-29";"ES"
1959744;"2017-06-20";"IT"
